Tweet,Sentiment
USER Wah kirain mau diajarin sama kamu. Kayanua kamu juga gatau budaya palembang. Yaudah aku search dlu !! ;^),Positive
"USER Iya emg kaya gitu sih.kadang umur segitu udah pada ngerokok dan orang tuanya itu b aja. Terus ya, kalau ngomong kaya gitu kaya ngomong biasa aja. Gua kan juga sering ngomong 'anjing, kntl' gitu disini tp kalau lg marah gitu :(""",Negative
rp haneul doyan nyepong kontol.yang on retweet',Negative
"""Sesungguhnya shalat yang paling berat dilaksanakan oleh orang-orang munafik adalah shalat isya dan shalat subuh."" (HR Bukhari)'",Positive
"#MukidiKepedean ; Pertanyaan mudah ya..; Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",Positive
USER MAMPUS NYANGKUT OM OM',Negative
"Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang. #TomohonInternationalFlowerFestival\n\nYn'",Positive
"Akom Gerilya ke Peserta Munaslub, Lesehan Malam hingga Salami Airin",Positive
Ya ampun adem banget nih ukhti fungsionaris USER ð??±ð??±ð??±.,Positive
"Jatuh dari ketinggian luar biasa dan aku masih hidup tanpa cacat. Bukankah inu karunia? Ya. Kepalaku hanya mengalami pendarahan otak di dalam, sedikit kata dokter. Tak apa, tak perlu operasi. Alhamdulillah.'",Positive
USER Karena yg meneliti orang Kristen China. Hehehe',Positive
USER Cupu anjir lu',Negative
"RT USER: #IklanAhokJahat bagaimana klo kita ganyang beneran hok?itu sih maunya elo ya hok,adu domba pribumi dengan tionghoa!!jangan",Positive
USER IHHH MAKIN BEGO DAH LESBI GUAA',Negative
USER USER USER bejad',Negative
USER Gue cuma makan snack doang anjir belom makan nasi wkwkwk',Negative
Selamat menjalankan ibadah shalat ashar moodboster USER &amp; #DKLovers bagi umat islam :),Positive
"USER Lelahmu hanya mengamini setiap doaku dan lelahmu semuanya di cacat sebagai ibadah, semoga kita selalu bersama di dunia juga di surga-Nya.,'",Positive
"USER USER USER Yg mulai duluan siapa ya? Gue bales lo sakit jiwa?? Ettt dah jd laki kok banci, URL",Negative
USER Kampret sudah merusak Nusantara dari jaman Majapahit dan terus berlangsung hingga kini terlebih setelah diwadahi oleh HTI cs dg ide killafah',Negative
"USER USER Adih ipey maafkan :(((kesalahan urg itu pey :((, nanti sama aku kasoh perek mau ngga ??'",Negative
"USER Kebaca onta masa :)\n\nMoga debaynya cowok ya nan, mau aku modusin hahaha'",Positive
Lengserkan jokowi karena sudah mempermain kan hukum,Positive
apa yang anda pikirkan?\nngelu sumpek.\nPUSH RANK kalah terus.\nASU...',Negative
USER Kalian sdh buta hati bukan lagi buta mata. Apa ga liat tenaga kerja aseng ilegal berkeliaran di negeri ini. Dungu lu piara..',Negative
"USER Harus berapa kali saya bilang saya paham? \n\nSaya kan bilang, saya cuma gasuka kamu ngatain orang munafik cuma gara-gara mereka pengen orang stop bodyshaming orang lain. Sbnrnya yang gak paham tuh lo apa gue? \n\nBtw mas, ini gak nyambung sa",Positive
RT USER USER Semakin bayk KPK menangkap Koruptor semakin menjukkan kpk gagal. BUBARKAN serahkan kepolisian dan kejaksaan,Positive
RT USER: USER Manggilnya jgn pelan2 mbak cebong budek smua\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
RT USER: Kapan USER bikin film bakar2 Sekolahan buat pencitraan pak USER URL,Positive
"APBN 50 triliyun lebih untuk melanggengkan Solat & Mengaji harus dipangkas, Solat & Mengaji hilang tidak perlu BNPT",Positive
USER USER USER Tai luh mah',Negative
"USER Pancasila itu Islami bagi kaum Muslimin, Pancasila itu Kristiani bagi pemeluk Kristen, Pancasila itu Hinduisme bagi pemeluk Hindu, Pancasila itu Budhaisme bagi pemeluk Buddha Krn Pancasila itu sumbernya dr Agama'",Positive
"USER Lupa ya ini malam jum'at? Abis mencarin tuyul dong. :)""",Positive
"orang bego gini kok direkrut jadi kader ya? masih pinter tukang sayur.....komemtar nya khan ngga ada yg berkualitas......kelihatan IQ nya seberapa tinggi? kasihan sih di bully terus, tapi memang sangat oantas di bully, sebab komentar nya sangat renfah kual",Negative
Modul Pendidikan Agama Katolik dan Budi Pekerti Yesaya untuk SD Kelas 1 s/d 6.',Positive
USER Mantap memek nya jd croot nih..ooohhhhh lemes',Negative
"Mau rokok g sob? | Gw ga ngerokok men | Ah banci lu ga ngerokok | Ehh liat tuh, justru banci pd ngerokok smua kaliiii | Eh iya, bnr jg -,,-'",Negative
Lengkap sudah julukan untuk KPK. Mulai dari antek Yahudi sampai Komunis. Hahaha.. Bubarkan Semen Padang FC!!,Positive
"Asta, mata melek tapi gak sadar. Kalo sadar, paling gak fokus. Bullshit lah gak fokus gara2 kurang minum. Gua minum 3 liter lebih sehari udh kek onta beser tetep aja gagal fokus.'",Negative
"USER USER USER Sarap nih orang! Udh Salah, Bego Bukanya malu'",Negative
Wajarlah Gerindra kayak gitu toh anak kecil aja dihormati sama Prabowo saking pngebetnya pengen jadi presiden.,Positive
"USER USER kalau pakai cara yang baik saya jamin gak ada yang peduli bos, jatohnya cuman kayak first travel. Yang booming cuman pelakunya tapi korbannya di tenggelemin, orang indonesia pada budek, harus diteriakin dulu baru ngerti.'",Negative
"USER Daripada ikut Pilkada yang udah pasti gak menang mending voting nama bapak di polling saya aja pak, kali aja beneran jadi pelatih timnas.",Positive
"RT USER: 1. Saya ada satu cerita dari seorang cowok yang tinggal di China. Sebelum saya mulai bercerita, saya cuma mau pesan, jadi\xe2\x80\xa6'",Positive
"Ga pernah sekolah ya lo? Pantes\nmulutnya ga di jaga.. Kotorr, kaya\nsampah.'",Negative
USER USER USER USER USER USER katanya indonesia lenyap 2030... punya pujaan TOLOL ya pengikutnya lebih TOLOL... dan bencong... anak nya pun ikut BENCONG..',Negative
"USER USER USER USER Ada kok berita nya pak geogle aja,,, oh ya kan ada peraturan pemerintah yg mempermudah masuk nya tka ke indonesia,,, jdi soal tka ngak perlu di bantah karna ada uu yg mendukung \xf0\x9f\x98\x8",Positive
Lengserkan Jokowi saja jika seperti ini mainnya?,Positive
"Sblmnya, USER ngetwit soal SIM dan gmn cara bikinnya.\n\nBlkgn, gw liat bnyk gambar2 ini seliweran.\n\nAda yg SIMnya ""Nembak"" sm ""Mungut di Pos Ronda"", ada jd ttg tingkat Kecerdasan Pengemudi yg ""Bego"" sm ""Idiot"".\n\nPertanyaannya, koq bisa pd dapet SIM?\nGmn caranya?\n#Eeaa URL",Negative
Udah kesel lah \xf0\x9f\x98\xbe\xf0\x9f\x98\xbe\xf0\x9f\x98\xbe kacrut tvri',Negative
USER najis mesum mulu',Negative
USER Bangsat banci manatuh\xf0\x9f\x98\x82',Negative
"USER Kalo dari ktp kita tahu ada mayat agamanya kepercayaan :; 1. Jgn diurusin, biarin yg se-kepercayaan yg urus.; 2. Kalo agamanya jelas beri penghormatan; 3. Biar diurus negara krn negara punya catatan kepercayaan di indonesia, mgk ratusan ribu ð???ð???ð???;",Positive
"USER Kn udh d kirimn kontol aq,, fto memek km mna'",Negative
"USER Denkuzul,,kebanyakan minum kencing onta ente,,makanya ngacooo,,bahalul ente,,sama kayak wan abud'",Negative
RT USER: Kalau cebong pasti memuji prestasi nya Presiden Jokowi. \nKalau kampret pasti nyinyir kalau perlu pakai bumbu fitn\xe2\x80\xa6',Negative
USER USER Luar biasa seorang Gubernur disambut oleh Presiden,Positive
USER USER USER USER USER USER USER USER USER Pede amat sih loe.. loe ngga milih pun ngga ngaruh..??? #2019GantiPresiden,Positive
USER USER USER USER Namanya pembelian investasi dananya bisa dari 2 equity(modal) dan debt(utang). Bank2 tsb cm menyediakan pinjaman dgan bunga yg sgt competitive. Bukan berarti jdi milik asing lagi. Kepemilikan ttp milik Indo,Positive
"USER Mungkin stocknya terbatas atau habis Grameds, untuk buku religi Islam, Kristen, Hindu dan Buddha ada juga kok\xf0\x9f\x98\x8a'",Positive
Ini mirip banget sama kelakuan mantan yg brengsek! Seolah-olah kelakuannya yg jahat bisa dilupain gitu aja. Jokowi dan mantan nggak tau rasanya khianati! #menolakluka URL,Negative
USER Layak di Bubarkan mari kita buat Referendum Rakyat utk bubarkan DPR.,Positive
"RT USER: ""Bisa kagak oum, buat dapetin jodoh.?""\n\nNtu mah pake pelet Jepang ajah dek. Lebih effektif.\n\nHonda beat dgn Honda Jazz ntu b\xe2\x80\xa6'",Positive
"USER dengar kabar, Newmont NTB dilacurkan ke Cina ?\nApakah itu benar ??'",Positive
"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",Negative
"Dulu waktu gue SD murid islamnya kurang dari 10 orang. Tapi tetap disediakan guru agama dan musholla. \n\nDi Cisauk ini, murid kristen banyak tapi nggak ada guru agama kristen. Pelajaran agama harus tetap di dalam kelas. Nilai diambil dari sekolah minggu",Positive
USER USER Ngomongnya sama aja berak....kasian',Negative
USER Y JGN MAU DOI CUMAN PENCITRAAN AJA APLOT APLOT GITU DIHHH DI PERSONAL NYA SALTY IN JIUN MULU SOMPRET',Negative
USER USER USER USER USER USER Klo begitu Jokowi lah yg takut kalah 2019!! Takut ketahuan kedok nya jual aset ke aseng!!\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Positive
"TAHUKAH ANDA?\n\ndengan mengajak 4 org kawan, adik beradik, sedara mara atau jiran 1 taman anda membeli PSK berjemaah bersama2, anda akan dapat PSK anda secara percuma shj?\n\npromosi ni tamat\xe2\x80\xa6 URL",Positive
USER zonk ini antek orde baru..yah sah sah aja mimpi balik ke orde baru..',Positive
USER Untung aku kunti.g',Positive
anjir ini mati listrik sepulau namanya euy',Negative
"USER #2019 memang pemilihan presiden,pasti yang banyak prestasinya banyak pengalamanya dan hasilkerjanya terbukti itu yg akan menjadi president.'",Positive
Betapa biadabnya teroris Budha myanmar ini URL,Negative
noona aku pulang /teriak/ noona dimana?/ngintip kamarnya;kaget liat noona lagi gesekin memek ke bantal/ mmh',Negative
"Apa cuma aku aja yg pgn taeyong di nct china jg hehe (jgn hujat aku please ini cm pendapat aja). Fansbase ty di china cukup gede dibandingkan member yg lain. Tp pgn ty istirahat jg, tp pgn liat ty terusss \xe3\x85\xa0\xe3\x85\xa0\xe3\x85\xa0\xe3\x85\xa0\",Positive
emang ya anjir kalo ke songgoriti naik motor berdua cewek cowok langsung ditawarin villa.',Negative
Bro USER jgn bilang ndak kenal sama yang nyebarin saracen... URL,Positive
USER USER Aturan sebut salah satu yak. Biar yg lapor satu agama aja. Lah ini ga nyebut. Yg kesinggung ada 5 agama,Positive
"USER Logikanya kmn sih orang ini \xf0\x9f\x99\x88\nHubungan PT 20% sama rezim takut kalah itu apa?\nPT 20% itu di buat tahun 2008, era siapa itu?? Asbun aja \xf0\x9f\x98\x82'",Positive
10 tahun masa keemasan berbicara di jaman Pak SBY..... 3 tahun masa kegelapan di era jokowi ... URL,Positive
Merindukan mu bearti mengajari ku untuk menjadi pembunuh ulung...\n\nSebab rasa rindu yang ada harus segera aku bunuh agar tak menjadi bom waktu yang bisa menghancurkan semuanya *eaakkk',Positive
"USER USER USER USER Lo yg bngsat, mna ad gw bilang buya yahya,, yg gw sebut yahya alias yahya staquf bin yahudi!! \n\nArah gw k yahya staquf &amp; si aqil, krn gw tw klo lo trmsuk gerombolan pngikut setia na yg mnyimpang",Negative
USER Engcer kek eeq mencret ya?',Negative
"USER USER Kalo kejadian disini, mungkin juga kalian yg triak paling lantang ""pmrth pro aseng"" duluan pas ditawari bantuan asing. Bikin posko ini itu yg intinya malah ngomporin keluarga korban sue pmrth. Bilang 15 hari kelamaan, harusnya 3",Positive
USER matanya picek kebanyakkan eyeliner',Negative
USER USER USER USER Kaum otak cingkrang demen hoax maklum junjunganya prof abal2 dan ulama yg belajar di sekolahan kafir; ; G?k ada sejarahnya nu dukung khilafah. Knp merasa minoritas ya m?u nyari simpatisan dr nu... ; Dasar wa,Negative
USER USER Udh gak anti aseng lagi?',Positive
USER Bacot lu orang kota yg miskin',Negative
Senin gak jadi udik karna ditemani acara menarik dengan juri yang asik asik dan suara kontestannya yang autentik dengan penampilan fantastik! USER USER #GrabTakesYouThere #IdolSpektaTop3 #IdolByOpera',Positive
USER Masalah dia i penulis ucapan kad raya cina tu??? ellooo???',Negative
RT USER: Heran sama orang yang maksa maksa minta di follow-_-\nBeda loh yha mana yang minta follow buat bercandaan atau mana yang ben\xe2\x80\xa6',Positive
USER USER Setabak yahudi dol. kena boikot',Positive
USER ya emg lu bodo',Negative
USER Gak kreatif luu kunyuk',Negative
USER USER ih masak di samain smaa sampah \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',Positive
menolak berita hoax dan mensukseskan pilkada damai:,Positive
pengkhianatan UUD 45 angket tu harus nya kesini.. lebih ngena... Lengserkan Jokowi,Positive
Nomor 1 sok tau lagi lansung di skak wkwkwk #DebatFinalPilkadaJKT,Positive
USER USER USER USER USER USER Anjir mainan jaaman sd \xf0\x9f\x91\x8c',Negative
imejin gue sm jebi udh modar ketabrak meteor',Positive
USER Contoh nya DKI impor bawang dari cina.gubernur nya kroni si tengku.',Positive
USER USER USER berarti beneran Cebong dong yak... Wkwkwkakak... Dasar iq200sekolem..!',Negative
Tahun ini Masyarakat Adat Baduy menyerahkan hasil panennya kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018 ; DM,Positive
USER Yang ada di otaknya tentang kesetaraan gender cuma telanjang. Dasar mesum cacad.',Negative
USER Jebur bloon bukan cebur',Negative
USER Ketika cinta itu buta',Positive
"Presiden kelima RI, Megawati Soekarnoputri mengunjungi pameran arsip Konferensi Asia Afrika (KAA) dlm peringatan 63 tahun KAA yg berlangsung pd Selasa-Rabu (17-18/4) di Widya Graha #LIPI, Jakarta Selatan. Megawati adalah delegasi termuda di konferensi yg",Positive
USER USER Ahhh itu kan perasaanmu saja utk menghibur diri.. mana ada cebong tdk bahagia.. presiden cebong punya... tol cebong punya... lha elo? Punya cuma germo \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
"kebohongan itu seperti bangkai, yg lama kelamaan pasti akan tercium juga bau busuknya - USER .'",Positive
"USER Mantep kamu nyoo, keterima sitip ini..'",Positive
Perbuatan LGBT itu sendiri adalah melampau. URL,Positive
WOWO Mulai KUMAT rajin turun gunung demo di Monas nyinyirin Jokowi URL USER USER USER USER,Positive
USER USER Bila freeport itu seperti pabrik garment atau otomotif dan beli sahamnya oleh negara itu baru hebat...lah ini freeport sedang menggaruk kekayaan alam indonesia pemerintah malah beli sahamnya dan anda katakan hebat...sungguh mu,Positive
Dan taun ni hasil panennya diserahkan kepada Pjs Bupati Lebak Ino S Rawita dan Gubernur Banten Wahidin Halim. #SebaBaduy2018,Positive
"Setelah +/- 7 tahun ga ke dokter muka.; D: Halo Monika, apa kabar? Kemana aja? Sudah ganti presiden brp kali nih baru ketemu?",Positive
"Bangga kita sama gubernur indonesia, ngomongnya no teks.",Positive
USER Ya ntar di rt di rw di lurah di camat di bupati sampai di gubernur sekalian ð???ð???,Positive
"USER USER USER USER USER USER Ente bagai penyair yang sedang terluka hatinya. Rruarrr biasa! \nBTW.. bangke tikus aja bikin gue jijik, bagaimana pulak dengan bangke setan.'",Negative
"USER USER USER USER USER USER USER USER USER USER USER USER Warisan presiden periode sebelumnya. 10 th hasilnya cm bbrp album lagu, kader2nya korupsi berjamaah. Tp skrg lagaknya sera",Positive
Anies-Sandi Gunakan Produk Saracen URL,Positive
Brengsek itu bukan di liat dari ganteng/cantiknya orang tersebut! Skrg aja yg jelek-jelek pada sok laku. *miris*',Positive
pinokio umur 3 taonan tuh. #2019GantiPresiden,Positive
Ini screenshot udh agak lama tapi lupa mau kuposting \xf0\x9f\x98\xa5ada yg ketawa ga? Sirinya agak budek dengernya bunggus \xf0\x9f\x98\xb0 URL,Negative
Seram yal tikus dalam lubang jamban \xf0\x9f\xa4\xa2',Positive
"USER USER USER Klu rezim engah ada yg jujur bro, kayah loh juga yg keluarpun suara radio rusak dan pitanya belibet..\xf0\x9f\x98\x8e'",Positive
USER Gembel amat di indomaret. Lagian gue gamau belanja. Cuma mau ke atm mas.',Negative
Sampai Saat Ini Belum Ada Perkembangan Hukum Terkait Penistaan Agama yang Dilakukan olehâ?¦,Positive
"USER USER USER USER USER Bedanya yg dulu kepemilikan RI hanya kurang dari 10%, yg sekarang lebih dari 51%.\nPerlu diketahui Freeport bukan maling, ia perusahaan resmi yg diberi ijin syah oleh rezim terdahulu",Positive
"""..."" Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",Positive
"Su Pin siswi SD Katolik Karya Yosef, 1978-1983, istrinya Ronaldo Pardede. Su Pin shi wo de qizi ... wo de ... RoDe ... Ronaldo Pardede qizi.'",Positive
USER Oohhh... itu kaos yg rencana ditukar pake KTP ya?; #2019GantiPresiden,Positive
Polling Google direncanakan 28 Maret - 20 April 2018; ; Mendadak dihentikan pada 3 April 2018 karena responden yg menolak Jokowi 2 Periode mencapai 91% !; ; Penutupan resmi Polling Google akhirnya ditetapkan 2 April dgn posisi:; ; Menolak Jokowi 87% ; Setu,Positive
"kalo kenalan, trus gue bilang dr Kalimantan, orang pada ngira gue Dayak atau Cina. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",Positive
RT USER: USER USER kunyuk satu nih yg gua punya wkwkwkk',Negative
RT USER USER USER USER Suaramu sumbang bong USER sejatinya mention 2 sprti ini sengaja untuk adu domba,Positive
"Perbuatan LGBT merupakan 1 dosa. Menuduh org lain melakukan perbuatan itu merupakan dosa besar. Men-cari2 kesalahan org dlm maksiat peribadi antara dia dan Allah merupakan dosa yg dilarang oleh agama. Tp jika maksiat itu dibuat secara terbuka, bantahan p",Positive
para teroris ingin masuk surga secara instan dg melakukan bom bunuh diri yg mreka sebut jihad..mereka pikir hidup semudah itu :))',Positive
USER USER USER Kalau Cawapresnya HR baru gempar. Bani oposan penamaan baru ya gan? Nggantiin cebong-kampret critanya?',Negative
"Ekonomi; salah satu ilmu sosial yang mempelajari aktivitas manusia yang berhubungan dengan produksi, distribusi, dan konsumsi terhadap barang dan jasa.",Positive
"USER wkwkkw bg napadah, sma buat ngincer cowo yang ada lu keliyengan sama tugas dan beserta antek anteknya'",Positive
"Monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. Toe Hati apa comberan? USER'",Negative
dia mengaku Presiden indonesia.. padahal pembela penjajah Cina..,Positive
"USER USER Yang milih pasti cebong dan para pemghuni dunia gaib tadz, yg biasa kalo komen jorok.'",Negative
USER Diajak dialog menolak.. ada apa? Wajar bila rakyat menuduh kalian antek komunis,Positive
USER Wkwkwkwk untung gw ga pernah goblok alias emg uda pinter dari orok :v',Positive
Ya kasian ni para cewe2 yg ga pernah nonton bokep jd ngeliat atlit buka baju aja langsung pada sange',Negative
"USER Karena gak pede juga kayaknya.. buktinya kisah-kisah ""profesor yahudi masuk islam karena takjub setelah meneliti bla bla bla..."" masih suka seliweran di grup WA \xf0\x9f\x98\x82'",Positive
"Wilujeng Enjing..; Hayu ah bari ngopi nonton seni budaya sunda ""wayang golek""; Dimana wae anu hadir..?",Positive
Kenapa setelah peristiwa 98 Prabowo diberhentikan dari TNI? Dan kabur ke Jordania? Ada yg bisa kasih penjelasan?,Positive
USER Aku ga ada keturunan cina tapi aku sipit?',Positive
"Hebat itu kalau apa yang diucapkan tidak sampai maksud dan tujuan, terlalu sensi tanpa basa basi, urung ada sepatah kata silaturahmi maupun klarifikasi, perorangan, berjamaah nti selanjutnya viral dan jauh dari budaya toleransi ketimuran, eksistensi sesaat",Positive
"Kata Airlangga Pribadi, jangan lupa Bu Khofifah pengalaman 3 tahun Mensos bersama Presiden Jokowi, ikut serta membantu mengentaskan kemiskinan. #KhofifahEmilJatimSatu",Positive
"Dari kemunculan hukum-hukum yang tidak mencerminkan kepentingan umum, seperti UU MD3 yang tentunya mencederai supremasi hukum yang diharapkan. Ditambah lagi kasus orang hilang yang belum dituntaskan hingga tahun ini.'",Positive
"#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, mjd agitatif dan licik. semoga kalah kau anjing",Negative
Aku suda delete tu post baru para bajingan tu online',Negative
KPK Panggil Sederet Mantan Anggota DPR Terkait e-KTP',Positive
USER USER si Staguf memang yahudi tulen yg benci sama arab.',Negative
Apakah NU bisa BERHENTI mendungukan & membiadabkan bangsa? Fir'aun raja Mesih tak ada hubungan dengan Muhammad bejad,Negative
"USER USER USER USER USER Rujukannya ke dlm sempak jadinya sempat deh,ruang gerak radikalisme dan teror di batasi di bilang anti islam,otaknya dr kotoran onta kyaknya'",Negative
Apa Islam YG HINA layak diikuti? USER USER USER Menag: Gafatar Tak Layak Diikuti Masyarakat,Negative
deklarasi pilkada 2018 aman dan anti hoax PKL jabon,Positive
Aamiin YRA.. InsyaAllah #2019gantipresiden ????,Positive
"USER setuju habiisssss, bu puan wapres pak jkw, dan #2019GantiPresiden",Positive
"Atas tuduhan MUI? Mengoplos? Mudah dibantah, Islam Oplosan lbh berbahaya USER DPR: Proses Hukum Pengurus Gafatar!",Positive
"USER USER IBU PASTI WANITA; WANITA BELUM TENTU JADI IBU ; GOBLOK; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #Dun",Negative
"USER Ketika dimintai contoh, tak sungkan dia melakukannya. Kalaupun terhitung sudah mengambil bagiannya, itu juga tak masalah, sih.\n\n\xe2\x80\x9cSeperti ini, Chiya-chan\xe2\x80\xa6\xe2\x80\x9d Diam-diam tangannya meremat bokong si helai pasi.'",Negative
"Di dunia maya, seseorg di nilai dr tulisannya. Jika tulisannya alay, mk alay-lah orgnya. Jika tulisannya formal, mk formal-lah orgnya'",Positive
"USER Maraknya org\xc2\xb2 sipit masuk ke Indonesia hanya pengalihan. Hati\xc2\xb2lah justru kepada Syi'ah rafidhah, biang keroknya segala pemberontakan/kudeta negara\xc2\xb2 muslim ahlussunah di dunia""",Positive
PSI mesra dengan DIKTATOR JOKOWI yg tak peduli kejahatan yg menimpa Munir,Positive
"cc: kaum bumi datar, sumbu pendek, cebong cebong kampret, dan teman-temannya!! \xf0\x9f\x98\x9a URL",Negative
Kepala Kerucut Tradisi Budaya yang BisaÂ Mematikan,Positive
USER USER BODOH\nMengikuti bukan berarti soal tampilan bro\nTapi sifat Kasih Kristus.\nBukan harus pakai daster rambut gondrong jenggot bandot.',Negative
Khofifah merupakan menteri berprestasi kabinet kerja Presiden Jokowi BaGusS #BarisanGusSholah,Positive
"USER Selain musiknya pakai bahasa asing, juga yang ditampilkan ada beberapa kesenian maupun budaya yang bukan asli dari Jawa Tengah.",Positive
"USER USER USER USER Di jawa Ada GKJ.. Gereja Kristen Jawa, ajaran sama penggunaan bahasa jawa dan bercampur dgn ajaran kejawen / budaya lokal. Dan baik2 saja.. tdk ada yg dirugikan dan merugikan.'",Positive
"Kata mama ""orang sombong itu temenya SETAN"" jadi jangan salahin gue, kalo gue gak mau temenan sama orang sombong kek lo!!'",Negative
Yahudi lobby wali allegation out qadiani lobby wali in..',Positive
"Ini kjdian tdi pagi dbogor, ADA PEDAGANG KAOS ganti presiden,tpi syg gk ada yg trtarik, pdagang yg lain malah RAME,Krn sepi si pedagang membereskan dagangannya &amp; pulang, pdhl saat dia beres2 justru lgi rame2nya pngunjung.; masyarakat msi waras &amp; ce",Positive
ð???ð???ð???tak berambisi? Mimin bisa aja judulnya ih,Positive
USER USER Kasih pantun ; ? ?; -Permata dipoles menjadi batu yang indah...; -Burung srigunting memelas hati pak Raden...; ; -Gerindra-PKS sekutu menuju segajah...; -Yang penting #2019GantiPresiden .,Positive
Beruntung Ahok nyungsep,Positive
"duh kasian sok keritis malah keliatan kaya orang bego. otak lu jg keritis tuh, udh stadium 4 kali sakit nya.'",Negative
"USER manusia2 tolol semua pada takut Ahok keluar, kasian bangat hidup kalian disana, bengitu idiot and stupid.'",Negative
"USER USER ini yang katanya ustad ..tapi kalau ngomong bahasanya Mbokne ancok, Matamu Picek.... saya jamin 100% kalau ini ustad ABAL-ABAL...'",Negative
USER Jijik apa ni hahahahahaahahha kau kena ingat Nor hahahahahaahabababBa tempat kau buat karipap kat dapur sana bukan tepi queen',Positive
"Banyak Laporan tentang Gafatar, Kami Rekomendasikan Dilarang Yg harus dilarang ISLAM #hikdun",Positive
"Ada yg ancam bunuh dia; Ada yg ancam dia jadi tersangka; Ada yg ancam dia digulingkan dari ketum partai; Ada ancaman bakar Ibukota; ; Kader2 utama partai di pilkada kalah beruntun scra mengejutkan; ; Intervensi AS, China dkk serta penguasa negeri ; Utk men",Positive
USER Lebuk can bai mai taau.hishh maka can sejak zaman sekolah . Dating butah beraan gk udik',Positive
RT USER: #AhokPastiTumbang fakta di bilang fitnah\n#DebatFinalPilkadaJKT,Positive
RT USER USER hutang makin gede.rakyat makin susah.dah ye alay politik lo,Positive
"USER Yang manapun itu, bahkan organ manusia pun termasuk benda asing bagi organ manusia yg lain. Apalagi benda mati macam sabun -.-'",Positive
USER Utututut kali sedih matanya makin sipit',Positive
USER sarap emang:(',Negative
"Pilkada ' curang' di jawa barat ? Jawa barat bukan kantong komunis tapi perlu dicatat bahwa ajaran ' marhaen' lahir dan bermula dari daerah ini bahkan kuburan nya pak marhaen juga berada di daerah ini !.""",Positive
USER Maaf aku orang udik',Positive
RT USER: Siang-siang gini enaknya disepongin sama pecun. URL,Negative
USER Hah? Apaan? Mau nete?',Negative
Bukan tak bagi lansung telan BRAND yahudi walaupun itu sebenarnya niatnya . Tapi jgn la SETIA telan klu boleh stop la terus . Kenapa ehh ??? \nYou are what you EAT .',Positive
"USER USER USER Setipe sama yang dibelain. \nKata andalan ""cebong"" adalah pemuas syahwatnya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",Positive
seni budaya,Positive
"USER Setelah itu aset negara dijual semua ya pak Ruhut, hebat bener!! Krn itu impor pangan merajalela, BBM naik membabi-buta, 10jt lowongan kerja buat Aseng, itulah hebatnya pak Joko Widodo, bikin rakyat dan negara semakin sengsara. Hancur suda",Positive
lebih baik jokowi mundur..,Positive
Senang dong ada yg fans mati sampai lupa kalau dia bego banget URL,Negative
USER USER USER USER USER USER USER USER USER USER PKI YANG MAU MERUSAK ISLAM ....BAHAYA !!!!',Positive
Mereka berbicara era habibie hingga SBY mereka hidup tenang karena mereka percaya tdk akan adanya isu rasial. Era ini mereka khawatir sejak TKA RRC masuk secara masif. Maka akan ada isu rasial yg mereka percaya \xf0\x9f\x98\xa2',Positive
RT USER USER USER USER ya karena zaman sby korupsi berjemaah asal bpk senang jawaban,Positive
USER Alah bacot congor lu bau',Negative
"keren, ksatria, jantan, berani, patuh pada hukum, bukan banci yg kabur saat disapa polisi \xf0\x9f\x98\x8e URL",Negative
Menlu Indonesia Janji Akan Hancurkan Kekuatan Anti-China. jokowi anti pribumi turunkan jokowi Tiru Turki,Positive
USER Hahahahaha.... manusia jadi2an no 1..! #2019GantiPresiden #2019GantiPresiden #2019GantiPresiden ..nyata untuk perubahan Indonesia..,Positive
Naluri banci nya gak ilang yah meskipun udah kewong URL,Negative
USER cowonya kasi ke gua aj bgst.\nlo bejat bener jd cewe astaga',Negative
